Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
47,non-binary,101959,master,6,hiking,2387,rural,224,249,fall,0,0,1
39,non-binary,104119,high school,2,swimming,2014,urban,223,176,spring,1,0,0
45,male,50190,doctorate,2,sunbathing,3240,suburban,207,218,summer,0,1,0
24,female,48664,master,7,sunbathing,1558,rural,176,41,fall,0,1,0
52,non-binary,46196,high school,2,skiing,4929,urban,1,106,spring,1,0,1
45,female,25918,high school,9,skiing,4348,urban,94,60,fall,0,1,0
31,female,72730,doctorate,2,hiking,1030,rural,277,10,fall,1,1,0
27,non-binary,86165,bachelor,1,skiing,3995,urban,140,248,fall,0,0,1
33,male,40657,bachelor,8,sunbathing,1511,urban,187,290,winter,0,0,0
33,male,108845,doctorate,8,sunbathing,805,urban,61,27,summer,1,1,0
48,male,81458,high school,1,hiking,1839,rural,202,251,winter,1,0,1
59,female,71820,doctorate,1,skiing,1163,urban,119,162,fall,0,1,1
42,female,103680,high school,6,swimming,710,urban,164,111,spring,1,1,0
30,female,118706,bachelor,0,swimming,2452,urban,183,0,fall,0,0,0
23,male,106532,doctorate,2,sunbathing,4712,urban,253,158,summer,1,0,0
61,female,27649,master,8,skiing,2811,urban,115,80,summer,1,1,0
26,non-binary,109363,bachelor,7,skiing,3218,rural,286,149,spring,0,0,0
62,female,60064,bachelor,9,skiing,3509,rural,119,170,spring,0,0,1
53,non-binary,28821,high school,9,hiking,1015,suburban,80,292,spring,0,0,1
60,male,78849,bachelor,1,swimming,3157,rural,266,233,spring,0,0,0
37,female,81877,high school,4,sunbathing,790,suburban,63,209,fall,1,0,0
35,female,109684,high school,9,swimming,4754,rural,155,129,winter,0,0,0
60,male,65372,master,2,skiing,4143,suburban,66,193,winter,0,1,1
38,female,48560,bachelor,8,sunbathing,1897,urban,128,185,spring,1,1,0
21,non-binary,108188,bachelor,8,skiing,2393,rural,279,268,spring,1,0,0
67,male,106909,doctorate,4,swimming,1334,rural,145,165,fall,1,0,0
50,non-binary,61035,doctorate,2,hiking,2531,rural,242,13,winter,0,1,0
44,male,119610,master,1,swimming,1839,rural,80,54,summer,1,0,0
24,non-binary,66021,bachelor,5,skiing,4577,rural,259,252,fall,0,0,0
23,non-binary,36230,master,9,swimming,1645,rural,6,121,spring,1,0,0
32,non-binary,97295,doctorate,3,skiing,3715,suburban,292,231,spring,0,1,0
35,female,102266,bachelor,4,swimming,3927,rural,188,283,spring,0,0,0
49,female,25036,bachelor,1,skiing,1944,urban,255,137,spring,1,1,0
28,female,38561,high school,7,swimming,3525,suburban,128,224,summer,1,1,0
37,female,45237,master,1,skiing,638,rural,2,282,winter,0,0,1
41,female,78719,bachelor,5,hiking,2218,suburban,261,128,summer,0,0,0
32,non-binary,32085,doctorate,1,hiking,2171,rural,296,49,fall,1,0,0
65,female,21168,doctorate,8,skiing,4343,rural,93,207,winter,1,1,1
24,non-binary,119319,bachelor,4,hiking,2096,suburban,293,82,winter,1,0,0
38,male,86020,master,6,swimming,2825,suburban,234,10,summer,0,1,0
59,non-binary,43105,high school,6,sunbathing,4396,suburban,94,209,summer,0,1,0
43,female,64276,bachelor,0,skiing,830,suburban,161,79,winter,0,1,0
61,male,45718,bachelor,1,hiking,1341,rural,297,262,summer,0,0,0
31,female,69817,bachelor,5,sunbathing,2621,suburban,3,293,spring,0,1,0
54,male,115671,high school,7,sunbathing,4158,urban,231,158,fall,1,1,0
38,non-binary,50368,high school,0,sunbathing,3413,urban,189,109,spring,1,0,0
35,male,99360,doctorate,0,skiing,4511,suburban,16,236,fall,0,0,1
22,female,88135,master,5,skiing,2936,suburban,72,239,winter,0,1,1
20,male,37578,bachelor,4,sunbathing,1377,suburban,165,72,spring,1,1,0
40,non-binary,36683,high school,9,sunbathing,3420,suburban,252,279,fall,1,1,0
43,male,94941,bachelor,4,swimming,855,rural,0,98,summer,0,1,0
54,non-binary,67395,master,5,hiking,517,rural,167,155,spring,0,0,0
41,male,70103,master,0,hiking,976,urban,241,233,winter,1,1,0
66,non-binary,117190,doctorate,8,skiing,3934,rural,153,82,winter,0,0,0
36,non-binary,25080,master,3,skiing,2266,suburban,114,209,summer,0,1,1
68,non-binary,115116,master,6,skiing,3364,rural,264,285,fall,0,0,1
42,non-binary,29853,high school,4,swimming,1417,urban,126,199,spring,0,1,0
38,female,76291,doctorate,2,hiking,3172,rural,229,270,spring,0,1,1
29,non-binary,24875,doctorate,8,sunbathing,2738,suburban,278,260,fall,0,1,0
58,female,86068,master,8,sunbathing,4330,urban,157,231,fall,1,1,0
50,non-binary,54902,master,0,skiing,2288,urban,297,4,summer,0,0,0
67,male,90412,high school,6,swimming,4052,suburban,73,292,winter,1,1,0
21,male,93490,bachelor,3,skiing,3466,suburban,258,45,winter,1,0,0
59,female,118210,bachelor,0,hiking,3327,suburban,64,15,winter,1,1,0
24,male,57421,high school,6,sunbathing,4671,rural,124,65,fall,0,1,0
39,non-binary,57487,doctorate,1,hiking,2745,urban,78,189,spring,0,1,1
50,male,82648,master,3,hiking,4189,rural,66,36,winter,1,0,0
34,female,42433,doctorate,4,hiking,867,rural,239,110,spring,1,0,0
41,male,46099,master,5,hiking,4825,rural,65,0,spring,1,1,0
51,female,111325,high school,4,skiing,1423,urban,192,84,winter,1,0,0
45,non-binary,95319,bachelor,1,hiking,2264,rural,255,170,fall,0,0,0
60,non-binary,21152,master,2,hiking,4413,rural,216,97,fall,1,0,0
58,male,55256,bachelor,2,hiking,2493,urban,85,148,summer,0,1,1
56,male,55949,doctorate,9,skiing,698,rural,235,27,summer,1,1,0
39,male,111989,bachelor,5,sunbathing,2997,urban,260,220,summer,1,1,0
66,non-binary,93859,doctorate,8,sunbathing,551,urban,282,57,winter,1,1,0
34,male,25194,high school,6,hiking,2376,urban,202,206,winter,0,1,1
51,non-binary,82667,doctorate,0,sunbathing,3215,suburban,267,2,summer,1,1,0
23,female,55751,master,8,hiking,2873,urban,146,269,fall,0,0,1
63,male,26182,high school,1,swimming,3767,suburban,208,160,fall,1,1,0
23,male,43842,doctorate,4,sunbathing,3570,suburban,37,45,winter,0,1,0
51,female,103425,doctorate,5,skiing,1446,urban,11,7,winter,1,0,0
18,female,57201,master,1,sunbathing,745,suburban,53,286,winter,1,1,0
27,female,108457,bachelor,8,skiing,2904,urban,159,170,winter,1,1,1
38,female,90651,doctorate,1,swimming,2364,urban,137,25,summer,0,0,0
22,non-binary,30290,high school,4,sunbathing,3332,suburban,198,247,summer,0,0,0
19,male,31125,master,3,hiking,3458,urban,257,207,fall,0,1,0
39,non-binary,84206,high school,2,hiking,4627,urban,216,283,fall,0,0,1
65,non-binary,26458,high school,1,sunbathing,4343,suburban,148,279,spring,0,1,0
19,female,51856,doctorate,9,skiing,1652,suburban,137,297,fall,0,0,1
27,male,95890,high school,4,sunbathing,1507,suburban,248,79,spring,0,0,0
51,non-binary,34082,master,4,swimming,3809,rural,224,143,spring,1,0,0
33,non-binary,35180,bachelor,0,hiking,597,rural,75,120,summer,0,1,1
65,female,64782,doctorate,4,swimming,3648,urban,17,51,winter,1,1,0
68,male,51760,doctorate,6,hiking,1930,rural,222,16,fall,1,1,0
56,male,100892,doctorate,3,hiking,3859,urban,245,100,winter,1,1,0
39,male,88416,master,5,skiing,1129,urban,296,220,summer,1,0,0
29,non-binary,76525,bachelor,1,hiking,603,urban,198,249,summer,0,1,1
41,female,89888,doctorate,3,sunbathing,4762,urban,56,143,summer,0,0,0
64,male,84599,high school,9,hiking,3402,suburban,38,76,winter,0,0,1
57,non-binary,84885,doctorate,1,hiking,4188,rural,160,162,winter,0,0,1
55,non-binary,77211,bachelor,9,sunbathing,2457,suburban,241,294,summer,0,0,0
27,male,114730,high school,0,sunbathing,3414,urban,255,111,summer,0,1,0
52,female,43106,doctorate,2,skiing,825,rural,198,204,winter,0,1,1
68,female,82668,master,6,swimming,3615,suburban,26,154,winter,1,0,0
66,male,37206,high school,8,hiking,4193,rural,294,285,summer,0,0,0
49,non-binary,27253,bachelor,3,skiing,2372,urban,1,241,winter,1,0,1
24,female,96840,bachelor,7,swimming,1786,rural,190,215,spring,0,0,0
38,non-binary,110728,high school,0,hiking,3870,rural,77,75,summer,1,1,0
37,non-binary,97754,doctorate,8,skiing,3718,urban,275,5,winter,1,0,0
43,female,72765,bachelor,5,swimming,3850,rural,205,129,winter,0,1,0
21,non-binary,63288,doctorate,3,hiking,2065,urban,67,106,spring,1,0,1
63,non-binary,52710,master,2,skiing,3605,suburban,151,288,spring,1,1,1
69,male,62303,bachelor,9,swimming,2081,rural,173,227,spring,1,0,0
39,female,77560,high school,9,sunbathing,4555,suburban,87,261,spring,1,0,0
32,non-binary,98950,high school,2,skiing,1685,urban,138,116,winter,1,0,0
57,female,107448,bachelor,7,sunbathing,3664,suburban,103,155,spring,1,0,0
38,female,77793,high school,7,skiing,583,urban,253,113,summer,0,0,0
32,non-binary,84438,high school,8,swimming,4835,urban,68,24,fall,1,0,0
39,female,79065,high school,0,swimming,1999,urban,239,269,summer,1,1,0
69,male,62239,high school,0,swimming,1897,suburban,296,4,winter,1,1,0
45,male,78453,high school,3,sunbathing,4241,suburban,217,187,summer,1,0,0
31,non-binary,40149,master,6,swimming,3965,rural,194,77,winter,0,1,0
44,female,85140,high school,3,sunbathing,4053,urban,67,44,winter,1,0,0
58,non-binary,116128,high school,9,hiking,1089,urban,172,19,summer,0,0,0
57,female,97046,master,6,sunbathing,3631,suburban,159,215,winter,0,0,0
45,non-binary,45233,bachelor,3,swimming,3918,urban,111,207,spring,1,1,0
43,non-binary,61743,high school,9,sunbathing,2797,rural,292,110,winter,1,0,0
66,female,35049,high school,6,skiing,4569,urban,175,199,spring,1,1,1
19,male,106518,high school,9,sunbathing,4519,rural,116,281,spring,0,0,0
42,non-binary,78927,doctorate,5,skiing,4409,urban,121,10,winter,1,0,0
20,male,81051,master,1,sunbathing,1020,rural,67,280,summer,1,0,0
25,female,103788,high school,8,skiing,3237,rural,64,76,spring,0,0,1
61,non-binary,31497,doctorate,7,hiking,4014,rural,205,277,summer,0,1,1
50,female,110487,master,7,sunbathing,2238,urban,118,294,fall,1,0,0
59,male,77403,high school,3,skiing,2460,suburban,207,210,summer,0,0,1
69,female,75883,doctorate,4,hiking,2451,rural,94,234,spring,1,1,1
52,non-binary,60356,doctorate,2,hiking,3456,suburban,59,100,winter,1,0,1
23,male,102576,doctorate,4,skiing,4343,urban,206,77,fall,0,1,0
56,non-binary,80584,bachelor,2,skiing,3599,rural,254,278,summer,0,0,1
69,male,110935,master,6,skiing,4995,urban,286,275,summer,0,1,0
40,female,60910,bachelor,9,skiing,564,urban,200,38,summer,1,0,0
42,female,69036,master,1,skiing,595,suburban,41,56,summer,1,1,1
67,non-binary,43725,doctorate,1,hiking,1424,urban,67,124,spring,1,1,1
60,non-binary,80487,master,4,skiing,3580,rural,273,86,summer,0,1,0
36,non-binary,72362,master,2,sunbathing,3989,rural,103,67,fall,0,1,0
22,male,33863,master,5,sunbathing,4589,rural,266,287,winter,1,1,0
68,male,58061,doctorate,9,sunbathing,3738,suburban,102,225,fall,0,1,0
28,non-binary,107071,bachelor,6,swimming,845,rural,59,98,winter,1,0,0
29,male,93323,high school,1,sunbathing,2175,suburban,61,93,fall,0,0,0
27,male,40147,bachelor,9,hiking,2341,urban,280,142,fall,0,0,0
25,female,36137,high school,0,skiing,4920,suburban,176,171,fall,0,0,0
41,female,39819,bachelor,3,swimming,1082,rural,149,144,winter,1,0,0
45,female,60378,bachelor,5,swimming,2749,urban,8,174,fall,1,0,0
58,non-binary,117166,master,0,hiking,929,rural,24,34,winter,1,1,1
53,female,80546,master,5,swimming,4050,suburban,181,104,summer,0,1,0
54,female,85785,master,8,swimming,3419,suburban,71,278,spring,0,1,0
38,male,29352,doctorate,0,hiking,794,rural,182,122,summer,0,1,0
25,female,80926,doctorate,7,hiking,1318,urban,210,196,fall,0,1,0
26,male,36457,bachelor,5,skiing,2943,rural,48,119,fall,0,1,1
64,female,74651,master,9,swimming,2745,suburban,246,260,summer,1,1,0
32,non-binary,28975,master,3,skiing,3182,suburban,182,95,spring,1,1,0
65,non-binary,46902,doctorate,4,hiking,1743,rural,196,243,spring,0,0,1
63,female,92503,bachelor,2,sunbathing,898,urban,143,244,summer,0,0,0
57,female,79029,doctorate,6,hiking,953,rural,268,41,spring,0,0,0
35,female,23943,bachelor,7,skiing,3115,suburban,10,41,spring,1,1,1
59,non-binary,90438,high school,3,swimming,1230,urban,54,126,spring,1,0,0
37,male,99746,master,0,hiking,1958,urban,18,9,spring,1,1,0
23,male,88231,master,2,swimming,4505,suburban,67,9,fall,1,0,0
29,female,22692,master,3,swimming,4254,rural,229,3,winter,1,0,0
19,non-binary,74020,high school,5,swimming,2627,rural,286,90,spring,1,0,0
24,male,73778,master,9,sunbathing,4895,suburban,193,270,winter,0,1,0
33,female,54768,bachelor,1,swimming,1263,rural,64,39,spring,0,0,0
20,non-binary,85916,high school,9,swimming,1263,rural,13,102,fall,1,0,0
62,non-binary,56924,high school,1,hiking,2307,suburban,163,25,spring,1,0,0
20,male,107853,bachelor,8,skiing,923,urban,55,280,spring,0,0,1
44,non-binary,71132,doctorate,7,sunbathing,2568,rural,129,281,summer,0,1,0
67,female,55003,doctorate,4,swimming,2432,rural,214,162,spring,1,1,0
60,female,104353,master,2,swimming,2902,suburban,251,149,winter,0,0,0
57,male,48849,master,8,sunbathing,1638,rural,152,238,winter,1,1,0
55,non-binary,26141,bachelor,7,hiking,3027,rural,161,238,summer,1,0,1
50,male,74206,doctorate,2,hiking,4307,suburban,118,250,spring,1,0,1
45,male,25446,bachelor,2,sunbathing,4952,suburban,174,299,fall,1,1,0
18,non-binary,36497,master,2,skiing,2493,rural,236,194,summer,1,1,0
25,male,110319,bachelor,0,sunbathing,2671,suburban,49,264,summer,0,1,0
54,non-binary,112150,bachelor,2,sunbathing,865,urban,201,272,winter,0,1,0
49,female,69606,master,9,hiking,2496,urban,104,73,spring,0,0,0
65,male,84017,high school,7,swimming,4419,urban,95,277,spring,0,1,0
60,non-binary,61561,bachelor,3,sunbathing,3380,suburban,256,156,summer,1,1,0
54,non-binary,62716,master,2,swimming,826,rural,275,178,winter,0,1,0
21,non-binary,119885,doctorate,5,skiing,3276,urban,264,9,winter,0,1,0
47,male,53894,doctorate,7,sunbathing,1483,suburban,298,180,fall,0,0,0
23,female,60541,master,6,hiking,1891,rural,290,31,spring,1,1,0
63,male,69048,doctorate,6,hiking,1875,rural,269,112,fall,1,1,0
36,female,109151,master,9,hiking,2509,suburban,238,294,summer,0,1,1
49,male,117557,doctorate,1,skiing,1058,rural,124,201,spring,1,0,1
26,male,93805,doctorate,1,sunbathing,1014,urban,283,99,fall,1,1,0
29,male,56898,high school,3,sunbathing,3781,rural,40,206,spring,0,0,0
28,female,75218,doctorate,2,skiing,3832,suburban,116,174,fall,0,1,1
63,non-binary,110699,bachelor,8,swimming,1788,rural,207,46,spring,0,1,0
33,male,110538,bachelor,5,skiing,1899,urban,186,266,fall,0,1,1
18,male,79522,high school,6,sunbathing,1939,urban,38,181,spring,0,1,0
62,female,79848,master,8,hiking,922,urban,22,50,fall,0,1,1
38,male,58326,doctorate,2,swimming,2774,suburban,295,106,summer,0,0,0
47,non-binary,117554,high school,4,swimming,510,rural,272,298,summer,0,0,0
30,non-binary,99785,high school,3,sunbathing,3749,suburban,252,74,fall,1,1,0
51,female,55772,bachelor,9,sunbathing,2578,suburban,112,18,winter,0,0,0
21,female,22326,bachelor,5,swimming,4289,suburban,41,201,summer,0,1,0
45,non-binary,64751,doctorate,7,sunbathing,2919,suburban,285,32,fall,1,1,0
55,non-binary,116515,master,0,swimming,4466,rural,72,282,fall,1,1,0
48,non-binary,53375,bachelor,3,swimming,761,suburban,297,14,winter,1,1,0
44,female,48608,high school,9,sunbathing,2847,urban,135,123,fall,0,1,0
22,non-binary,53795,high school,7,swimming,3897,rural,164,227,spring,0,1,0
42,non-binary,43738,doctorate,5,hiking,1931,urban,164,214,winter,1,0,1
20,non-binary,79609,doctorate,5,sunbathing,1158,suburban,200,189,fall,1,0,0
50,male,76154,doctorate,8,sunbathing,2744,suburban,110,287,fall,0,0,0
21,female,87194,master,0,hiking,4537,rural,158,231,summer,1,0,1
42,female,103815,high school,3,swimming,2130,urban,272,61,spring,1,0,0
37,female,76143,doctorate,4,sunbathing,1821,urban,126,42,summer,1,1,0
51,female,110397,high school,0,sunbathing,3544,urban,221,61,spring,1,0,0
43,male,56197,high school,4,sunbathing,1484,rural,60,143,fall,1,0,0
22,male,66287,doctorate,3,sunbathing,995,rural,267,10,spring,1,1,0
52,male,103360,master,1,sunbathing,709,urban,29,14,spring,1,0,0
45,male,72755,doctorate,4,sunbathing,4495,urban,225,5,summer,0,0,0
46,male,99919,master,3,hiking,2294,rural,224,97,spring,0,1,0
26,female,42042,doctorate,0,swimming,3344,suburban,203,251,winter,1,1,0
69,female,36031,doctorate,8,swimming,2883,urban,270,140,winter,1,1,0
55,female,26613,bachelor,3,sunbathing,2984,suburban,258,226,summer,0,0,0
67,male,100867,doctorate,3,hiking,2537,suburban,185,52,winter,0,1,0
23,non-binary,49850,bachelor,6,hiking,2002,suburban,91,45,fall,0,1,0
36,female,34104,high school,6,sunbathing,666,rural,266,98,winter,1,1,0
61,female,93709,high school,7,skiing,841,rural,73,232,fall,0,0,1
28,non-binary,89861,bachelor,9,sunbathing,3036,urban,156,186,fall,0,1,0
19,male,64246,high school,0,swimming,3902,suburban,109,276,summer,1,1,0
64,non-binary,118315,bachelor,3,sunbathing,4165,rural,216,56,summer,1,0,0
61,non-binary,63620,doctorate,1,sunbathing,1487,urban,155,194,winter,0,0,0
61,female,61645,bachelor,8,skiing,3130,suburban,32,198,spring,0,1,1
26,female,69393,doctorate,1,hiking,3741,rural,186,97,winter,0,1,0
38,male,35869,master,4,skiing,3784,rural,116,265,spring,0,0,1
41,non-binary,73039,doctorate,6,skiing,2577,rural,93,205,summer,0,1,1
51,male,36596,bachelor,0,sunbathing,4420,suburban,139,260,summer,1,1,0
39,non-binary,51855,master,2,hiking,3957,urban,37,124,fall,1,0,1
20,female,96649,master,3,hiking,2823,suburban,15,264,summer,1,1,1
29,non-binary,33514,doctorate,2,skiing,4035,suburban,75,112,winter,0,1,1
45,male,114548,master,5,swimming,4240,urban,233,93,fall,0,0,0
47,non-binary,88644,doctorate,0,swimming,1624,urban,70,136,winter,1,1,0
43,male,33955,master,8,hiking,2980,suburban,229,63,fall,1,1,0
65,non-binary,74995,master,4,skiing,1332,rural,70,69,summer,1,0,0
38,female,47068,bachelor,6,skiing,1964,suburban,249,128,spring,1,1,0
45,female,100198,high school,0,skiing,1645,rural,160,270,summer,1,0,1
43,male,32206,bachelor,6,sunbathing,554,rural,248,250,fall,0,1,0
50,female,106490,master,1,hiking,4492,suburban,49,298,summer,0,0,1
38,non-binary,87359,high school,1,skiing,4561,suburban,72,55,summer,0,0,0
52,non-binary,94633,doctorate,0,sunbathing,2871,rural,292,209,fall,0,1,0
69,female,70353,master,1,sunbathing,4799,urban,240,27,summer,0,0,0
51,male,111082,bachelor,6,swimming,2360,rural,113,14,winter,0,1,0
58,non-binary,27098,bachelor,8,sunbathing,2914,suburban,72,111,fall,1,0,0
68,male,86321,master,7,swimming,562,urban,163,255,fall,1,1,0
64,non-binary,57282,master,8,swimming,2322,urban,134,39,winter,0,1,0
35,male,72741,bachelor,0,swimming,4520,suburban,108,37,fall,1,1,0
28,male,49382,high school,4,swimming,1497,suburban,257,256,spring,1,1,0
40,non-binary,59970,master,4,hiking,3616,suburban,294,222,summer,1,1,0
65,non-binary,113422,bachelor,4,skiing,4416,suburban,148,285,winter,0,0,1
39,male,112748,master,6,swimming,3445,rural,251,260,winter,0,0,0
34,non-binary,61573,doctorate,6,swimming,4069,urban,241,126,fall,0,1,0
22,female,75745,high school,7,hiking,4170,suburban,74,263,summer,1,1,1
61,non-binary,75346,high school,0,swimming,4205,rural,175,132,summer,0,1,0
28,male,32999,doctorate,0,swimming,1183,suburban,211,96,summer,0,1,0
47,non-binary,20166,high school,5,hiking,648,urban,258,181,fall,0,0,0
32,non-binary,99710,master,4,skiing,3539,urban,102,206,fall,1,1,1
44,male,75260,doctorate,6,swimming,4066,urban,39,277,fall,0,1,0
52,non-binary,89424,bachelor,6,skiing,4071,rural,95,96,fall,0,0,1
50,male,91854,doctorate,8,hiking,1107,rural,225,59,winter,1,1,0
37,male,90947,master,1,sunbathing,1211,urban,148,86,summer,0,0,0
33,male,67125,doctorate,9,hiking,4975,suburban,237,34,fall,0,1,0
51,male,98806,doctorate,6,hiking,943,rural,115,269,fall,0,1,1
19,female,47468,master,4,hiking,1458,suburban,179,107,fall,0,1,0
52,female,54530,master,1,hiking,1489,rural,196,115,spring,1,0,0
57,male,88779,high school,0,hiking,1567,suburban,27,57,spring,0,0,1
45,non-binary,52450,high school,0,skiing,2199,rural,178,56,spring,1,1,0
64,female,27356,master,0,sunbathing,3464,rural,187,248,fall,0,1,0
56,male,33810,doctorate,1,sunbathing,3650,urban,120,160,fall,0,1,0
23,female,75432,master,1,sunbathing,4026,urban,97,0,summer,1,0,0
26,male,87887,master,6,skiing,674,rural,76,143,fall,1,0,1
37,female,109361,doctorate,7,skiing,2667,urban,125,235,fall,1,1,1
